"","cohort","Ri","Rc","varRc","RcSS","cumden"
"1",0,1.4999999985,1.49999555547447,2.24982301770487,4.49980968414805,1.00000009108951
"2",0.00763118,1.4999999984828,1.49999556479978,2.24982345293347,4.49981014735248,1.00000009091353
"3",0.01526236,1.49999999846553,1.49999557960279,2.24982411404047,4.49981085286837,1.00000009062148
"4",0.02289354,1.49999999844819,1.49999559985821,2.24982499979494,4.49981179938893,1.0000000902138
"5",0.03052472,1.49999999843079,1.49999562553164,2.24982610859034,4.49981298520439,1.00000008969113
"6",0.0381559,1.49999999841333,1.49999565658092,2.2498274385034,4.49981440826503,1.0000000890543
"7",0.04578708,1.49999999839579,1.49999569295494,2.24982898724132,4.49981606612469,1.00000008830429
"8",0.05341826,1.49999999837819,1.49999573459554,2.24983075222614,4.49981795603096,1.00000008744227
"9",0.06104944,1.49999999836052,1.49999578143589,2.24983273052287,4.49982007484835,1.00000008646956
"10",0.06868062,1.49999999834278,1.49999583340221,2.24983491891329,4.49982241913727,1.00000008538764
"11",0.0763118,1.49999999832498,1.49999589041356,2.24983731389062,4.49982498514818,1.00000008419817
"12",0.08394298,1.49999999830711,1.49999595238147,2.2498399116389,4.4998277687997,1.00000008290293
"13",0.09157416,1.49999999828917,1.49999601921145,2.24984270809841,4.49983076574861,1.00000008150385
"14",0.09920534,1.49999999827116,1.49999609080222,2.24984569893472,4.49983397135666,1.00000008000301
"15",0.10683652,1.49999999825308,1.49999616704672,2.24984887958099,4.49983738073583,1.00000007840261
"16",0.1144677,1.49999999823493,1.49999624783293,2.24985224527251,4.49984098878539,1.00000007670495
"17",0.12209888,1.49999999821672,1.49999633304267,2.2498557909927,4.49984479013415,1.00000007491248
"18",0.12973006,1.49999999819843,1.49999642255371,2.24985951156715,4.49984877924108,1.00000007302772
"19",0.13736124,1.49999999818008,1.49999651623901,2.24986340162794,4.4998529503571,1.00000007105331
"20",0.14499242,1.49999999816165,1.49999661396773,2.249867455657,4.49985729757166,1.00000006899195
"21",0.1526236,1.49999999814315,1.49999671560577,2.24987166800971,4.49986181483781,1.00000006684645
